country,latitude,longitude,date,cases,deaths,recovered,active,who_region,mortality_rate,recovery_rate
Bosnia and Herzegovina,43.9159,17.6791,2020-03-16,25,0,0,25,Europe,0.0,0.0
Brazil,-14.235,-51.9253,2020-03-16,200,0,1,199,Americas,0.0,0.5
Brunei,4.5353,114.7277,2020-03-16,54,0,0,54,Western Pacific,0.0,0.0
Bulgaria,42.7339,25.4858,2020-03-16,52,2,0,50,Europe,3.8461538461538463,0.0
Burkina Faso,12.2383,-1.5616,2020-03-16,15,0,0,15,Africa,0.0,0.0
Cambodia,11.55,104.9167,2020-03-16,7,0,1,6,Western Pacific,0.0,14.285714285714285
Cameroon,3.848,11.5021,2020-03-16,4,0,0,4,Africa,0.0,0.0
Canada,53.9333,-116.5765,2020-03-16,56,0,0,56,Americas,0.0,0.0
Canada,53.7267,-127.6476,2020-03-16,103,4,0,99,Americas,3.8834951456310676,0.0
Canada,53.7609,-98.8139,2020-03-16,7,0,0,7,Americas,0.0,0.0
Canada,46.5653,-66.4619,2020-03-16,6,0,0,6,Americas,0.0,0.0
Canada,53.1355,-57.6604,2020-03-16,1,0,0,1,Americas,0.0,0.0
Canada,44.682,-63.7443,2020-03-16,5,0,0,5,Americas,0.0,0.0
Canada,51.2538,-85.3232,2020-03-16,177,0,0,177,Americas,0.0,0.0
Canada,46.5107,-63.4168,2020-03-16,1,0,0,1,Americas,0.0,0.0
Canada,52.9399,-73.5491,2020-03-16,50,0,0,50,Americas,0.0,0.0
Canada,52.9399,-106.4509,2020-03-16,7,0,0,7,Americas,0.0,0.0
Central African Republic,6.6111,20.9394,2020-03-16,1,0,0,1,Africa,0.0,0.0
Chile,-35.6751,-71.543,2020-03-16,182,0,0,182,Americas,0.0,0.0
China,31.8257,117.2264,2020-03-16,990,6,984,0,Western Pacific,0.6060606060606061,99.39393939393939
China,40.1824,116.4142,2020-03-16,452,8,360,84,Western Pacific,1.7699115044247788,79.64601769911505
China,30.0572,107.874,2020-03-16,576,6,570,0,Western Pacific,1.0416666666666665,98.95833333333334
China,26.0789,117.9874,2020-03-16,296,1,295,0,Western Pacific,0.33783783783783783,99.66216216216216
China,35.7518,104.2861,2020-03-16,133,2,91,40,Western Pacific,1.5037593984962405,68.42105263157895
China,23.3417,113.4244,2020-03-16,1361,8,1306,47,Western Pacific,0.5878030859662012,95.95885378398236
China,23.8298,108.7881,2020-03-16,252,2,248,2,Western Pacific,0.7936507936507936,98.4126984126984
China,26.8154,106.8748,2020-03-16,146,2,144,0,Western Pacific,1.36986301369863,98.63013698630137
China,19.1959,109.7453,2020-03-16,168,6,161,1,Western Pacific,3.571428571428571,95.83333333333334
China,39.549,116.1306,2020-03-16,318,6,0,312,Western Pacific,1.8867924528301887,0.0
China,47.862,127.7615,2020-03-16,482,13,455,14,Western Pacific,2.6970954356846475,94.39834024896265
China,37.8957,114.9042,2020-03-16,1273,22,0,1251,Western Pacific,1.728201099764336,0.0
China,22.3,114.2,2020-03-16,155,4,84,67,Western Pacific,2.5806451612903225,54.19354838709678
China,30.9756,112.2707,2020-03-16,67798,3099,55142,9557,Western Pacific,4.5709312959084345,81.33278267795511
China,27.6104,111.7088,2020-03-16,1018,4,1014,0,Western Pacific,0.3929273084479371,99.60707269155206
China,44.0935,113.9448,2020-03-16,75,1,73,1,Western Pacific,1.3333333333333335,97.33333333333334
China,32.9711,119.455,2020-03-16,631,0,631,0,Western Pacific,0.0,100.0
China,27.614,115.7221,2020-03-16,935,1,934,0,Western Pacific,0.10695187165775401,99.89304812834224
China,43.6661,126.1923,2020-03-16,93,1,92,0,Western Pacific,1.0752688172043012,98.9247311827957
China,41.2956,122.6085,2020-03-16,125,1,115,9,Western Pacific,0.8,92.0
China,22.1667,113.55,2020-03-16,11,0,10,1,Western Pacific,0.0,90.9090909090909
China,37.2692,106.1655,2020-03-16,75,0,75,0,Western Pacific,0.0,100.0
China,35.7452,95.9956,2020-03-16,18,0,18,0,Western Pacific,0.0,100.0
China,35.1917,108.8701,2020-03-16,245,2,233,10,Western Pacific,0.8163265306122449,95.10204081632652
China,36.3427,118.1498,2020-03-16,760,7,746,7,Western Pacific,0.9210526315789472,98.15789473684211
China,31.202,121.4491,2020-03-16,355,3,325,27,Western Pacific,0.8450704225352111,91.54929577464789
China,37.5777,112.2922,2020-03-16,133,0,133,0,Western Pacific,0.0,100.0
China,30.6171,102.7103,2020-03-16,539,3,516,20,Western Pacific,0.5565862708719851,95.73283858998145
China,39.3054,117.323,2020-03-16,136,3,133,0,Western Pacific,2.2058823529411766,97.79411764705883
China,31.6927,88.0924,2020-03-16,1,0,1,0,Western Pacific,0.0,100.0
China,41.1129,85.2401,2020-03-16,76,3,73,0,Western Pacific,3.9473684210526314,96.05263157894737
China,24.974,101.487,2020-03-16,176,2,172,2,Western Pacific,1.1363636363636365,97.72727272727273
China,29.1832,120.0934,2020-03-16,1231,1,1216,14,Western Pacific,0.08123476848090982,98.78147847278636
Colombia,4.5709,-74.2973,2020-03-16,57,0,0,57,Americas,0.0,0.0
Congo (Brazzaville),-0.228,15.8277,2020-03-16,1,0,0,1,Africa,0.0,0.0
Congo (Kinshasa),-4.0383,21.7587,2020-03-16,2,0,0,2,Africa,0.0,0.0
Costa Rica,9.7489,-83.7534,2020-03-16,35,0,0,35,Americas,0.0,0.0
Cote d'Ivoire,7.54,-5.5471,2020-03-16,1,0,0,1,Africa,0.0,0.0
Croatia,45.1,15.2,2020-03-16,57,0,2,55,Europe,0.0,3.508771929824561
Cuba,21.521757,-77.78116700000002,2020-03-16,4,0,0,4,Americas,0.0,0.0
Cyprus,35.1264,33.4299,2020-03-16,33,0,0,33,Europe,0.0,0.0
Czechia,49.8175,15.473,2020-03-16,298,0,3,295,Europe,0.0,1.006711409395973
Denmark,61.8926,-6.9118,2020-03-16,18,0,0,18,Europe,0.0,0.0
Greenland,71.7069,-42.6043,2020-03-16,1,0,0,1,Europe,0.0,0.0
Denmark,56.2639,9.5018,2020-03-16,914,3,1,910,Europe,0.3282275711159737,0.10940919037199125
Dominican Republic,18.7357,-70.1627,2020-03-16,11,0,0,11,Americas,0.0,0.0
Ecuador,-1.8312,-78.1834,2020-03-16,37,2,0,35,Americas,5.405405405405405,0.0
Egypt,26.820553000000004,30.802498,2020-03-16,150,2,27,121,Eastern Mediterranean,1.3333333333333335,18.0
Equatorial Guinea,1.6508,10.2679,2020-03-16,1,0,0,1,Africa,0.0,0.0
Estonia,58.5953,25.0136,2020-03-16,205,0,1,204,Europe,0.0,0.4878048780487805
Eswatini,-26.5225,31.4659,2020-03-16,1,0,0,1,Africa,0.0,0.0
Ethiopia,9.145,40.4897,2020-03-16,5,0,0,5,Africa,0.0,0.0
Finland,61.92411,25.748151,2020-03-16,277,0,10,267,Europe,0.0,3.6101083032490973
France,3.9339,-53.1258,2020-03-16,11,0,0,11,Europe,0.0,0.0
France,-17.6797,149.4068,2020-03-16,3,0,0,3,Europe,0.0,0.0
France,16.265,-61.551,2020-03-16,6,0,0,6,Europe,0.0,0.0
France,-12.8275,45.166244,2020-03-16,1,0,0,1,Europe,0.0,0.0
France,-21.1151,55.5364,2020-03-16,9,0,0,9,Europe,0.0,0.0
France,17.9,-62.8333,2020-03-16,3,0,0,3,Europe,0.0,0.0
France,18.0708,-63.0501,2020-03-16,2,0,0,2,Europe,0.0,0.0
France,14.6415,-61.0242,2020-03-16,15,1,0,14,Europe,6.666666666666667,0.0
France,46.2276,2.2137,2020-03-16,6633,148,12,6473,Europe,2.231267902909694,0.18091361374943465
Gabon,-0.8037,11.6094,2020-03-16,1,0,0,1,Africa,0.0,0.0
Georgia,42.3154,43.3569,2020-03-16,33,0,1,32,Europe,0.0,3.0303030303030303
Germany,51.165691,10.451526,2020-03-16,7272,17,67,7188,Europe,0.23377337733773376,0.9213421342134213
Ghana,7.9465,-1.0232,2020-03-16,6,0,0,6,Africa,0.0,0.0
Greece,39.0742,21.8243,2020-03-16,331,4,8,319,Europe,1.2084592145015105,2.416918429003021
Guatemala,15.7835,-90.2308,2020-03-16,2,1,0,1,Americas,50.0,0.0
Guinea,9.9456,-9.6966,2020-03-16,1,0,0,1,Africa,0.0,0.0
Guyana,4.860416000000002,-58.93018000000001,2020-03-16,4,1,0,3,Americas,25.0,0.0
Holy See,41.9029,12.4534,2020-03-16,1,0,0,1,Europe,0.0,0.0
Honduras,15.2,-86.2419,2020-03-16,6,0,0,6,Americas,0.0,0.0
Hungary,47.1625,19.5033,2020-03-16,39,1,1,37,Europe,2.564102564102564,2.564102564102564
Iceland,64.9631,-19.0208,2020-03-16,180,0,0,180,Europe,0.0,0.0
India,20.593684,78.96288,2020-03-16,119,2,13,104,South-East Asia,1.680672268907563,10.92436974789916
Indonesia,-0.7893,113.9213,2020-03-16,134,5,8,121,South-East Asia,3.731343283582089,5.970149253731343
Iran,32.427908,53.68804599999999,2020-03-16,14991,853,4590,9548,Eastern Mediterranean,5.690080715095725,30.618371022613566
Iraq,33.223191,43.679291,2020-03-16,124,10,26,88,Eastern Mediterranean,8.064516129032258,20.967741935483872
Ireland,53.1424,-7.6921,2020-03-16,169,2,0,167,Europe,1.183431952662722,0.0
Israel,31.046051,34.851612,2020-03-16,218,0,4,214,Europe,0.0,1.834862385321101
Italy,41.87194,12.56738,2020-03-16,27980,2158,2749,23073,Europe,7.71265189421015,9.824874910650465
Jamaica,18.1096,-77.2975,2020-03-16,10,0,2,8,Americas,0.0,20.0
Japan,36.204824,138.252924,2020-03-16,843,30,144,669,Western Pacific,3.558718861209965,17.08185053380783
Jordan,31.24,36.51,2020-03-16,17,0,1,16,Eastern Mediterranean,0.0,5.88235294117647
Kazakhstan,48.0196,66.9237,2020-03-16,10,0,0,10,Europe,0.0,0.0
Kenya,-0.0236,37.9062,2020-03-16,3,0,0,3,Africa,0.0,0.0
South Korea,35.90775700000001,127.766922,2020-03-16,8236,75,1137,7024,Western Pacific,0.9106362311801847,13.805245264691598
Kuwait,29.31166,47.481766,2020-03-16,123,0,9,114,Eastern Mediterranean,0.0,7.317073170731707
Latvia,56.8796,24.6032,2020-03-16,34,0,1,33,Europe,0.0,2.941176470588235
Lebanon,33.8547,35.8623,2020-03-16,110,3,1,106,Eastern Mediterranean,2.727272727272727,0.9090909090909091
Liberia,6.4280550000000005,-9.429499,2020-03-16,1,0,0,1,Africa,0.0,0.0
Liechtenstein,47.14,9.55,2020-03-16,4,0,1,3,Europe,0.0,25.0
Lithuania,55.1694,23.8813,2020-03-16,17,0,1,16,Europe,0.0,5.88235294117647
Luxembourg,49.8153,6.1296,2020-03-16,77,1,0,76,Europe,1.2987012987012987,0.0
Malaysia,4.210483999999999,101.975766,2020-03-16,566,0,42,524,Western Pacific,0.0,7.420494699646643
Maldives,3.2028,73.2207,2020-03-16,13,0,0,13,South-East Asia,0.0,0.0
Malta,35.9375,14.3754,2020-03-16,30,0,2,28,Europe,0.0,6.666666666666667
Mauritania,21.0079,-10.9408,2020-03-16,1,0,0,1,Africa,0.0,0.0
Mexico,23.6345,-102.5528,2020-03-16,82,0,4,78,Americas,0.0,4.878048780487805
Moldova,47.4116,28.3699,2020-03-16,23,0,0,23,Europe,0.0,0.0
Monaco,43.7333,7.4167,2020-03-16,7,0,0,7,Europe,0.0,0.0
Mongolia,46.8625,103.8467,2020-03-16,1,0,0,1,Western Pacific,0.0,0.0
Morocco,31.7917,-7.0926,2020-03-16,29,1,1,27,Eastern Mediterranean,3.4482758620689653,3.4482758620689653
Namibia,-22.9576,18.4904,2020-03-16,2,0,0,2,Africa,0.0,0.0
Nepal,28.1667,84.25,2020-03-16,1,0,1,0,South-East Asia,0.0,100.0
Netherlands,12.5211,-69.9683,2020-03-16,2,0,0,2,Europe,0.0,0.0
Netherlands,12.1696,-68.99,2020-03-16,1,0,0,1,Europe,0.0,0.0
Netherlands,52.1326,5.2913,2020-03-16,1413,24,0,1389,Europe,1.6985138004246285,0.0
New Zealand,-40.9006,174.886,2020-03-16,8,0,0,8,Western Pacific,0.0,0.0
Nigeria,9.082,8.6753,2020-03-16,2,0,0,2,Africa,0.0,0.0
North Macedonia,41.6086,21.7453,2020-03-16,18,0,1,17,Europe,0.0,5.555555555555555
Norway,60.472,8.4689,2020-03-16,1333,3,1,1329,Europe,0.22505626406601648,0.07501875468867217
Oman,21.512583,55.92325500000001,2020-03-16,22,0,9,13,Eastern Mediterranean,0.0,40.909090909090914
Pakistan,30.3753,69.3451,2020-03-16,236,0,2,234,Eastern Mediterranean,0.0,0.847457627118644
Panama,8.538,-80.7821,2020-03-16,55,1,0,54,Americas,1.8181818181818181,0.0
Paraguay,-23.4425,-58.4438,2020-03-16,8,0,0,8,Americas,0.0,0.0
Peru,-9.19,-75.0152,2020-03-16,86,0,0,86,Americas,0.0,0.0
Philippines,12.879721,121.774017,2020-03-16,142,12,2,128,Western Pacific,8.450704225352112,1.4084507042253522
Poland,51.9194,19.1451,2020-03-16,177,4,13,160,Europe,2.2598870056497176,7.344632768361582
Portugal,39.3999,-8.2245,2020-03-16,331,0,3,328,Europe,0.0,0.906344410876133
Qatar,25.3548,51.1839,2020-03-16,439,0,4,435,Eastern Mediterranean,0.0,0.9111617312072893
Romania,45.9432,24.9668,2020-03-16,158,0,9,149,Europe,0.0,5.69620253164557
Russia,61.52401,105.318756,2020-03-16,90,0,8,82,Europe,0.0,8.88888888888889
Rwanda,-1.9403,29.8739,2020-03-16,5,0,0,5,Africa,0.0,0.0
Saint Lucia,13.9094,-60.9789,2020-03-16,2,0,0,2,Americas,0.0,0.0
Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-16,1,0,0,1,Americas,0.0,0.0
San Marino,43.9424,12.4578,2020-03-16,109,7,4,98,Europe,6.422018348623854,3.669724770642202
Saudi Arabia,23.885942,45.079162,2020-03-16,118,0,2,116,Eastern Mediterranean,0.0,1.694915254237288
Senegal,14.4974,-14.4524,2020-03-16,24,0,2,22,Africa,0.0,8.333333333333332
Serbia,44.0165,21.0059,2020-03-16,55,0,1,54,Europe,0.0,1.8181818181818181
Seychelles,-4.6796,55.492,2020-03-16,3,0,0,3,Africa,0.0,0.0
Singapore,1.2833,103.8333,2020-03-16,243,0,109,134,Western Pacific,0.0,44.8559670781893
Slovakia,48.669,19.699,2020-03-16,63,0,0,63,Europe,0.0,0.0
Slovenia,46.1512,14.9955,2020-03-16,253,1,0,252,Europe,0.3952569169960474,0.0
Somalia,5.152149,46.199616,2020-03-16,1,0,0,1,Eastern Mediterranean,0.0,0.0
South Africa,-30.5595,22.9375,2020-03-16,62,0,0,62,Africa,0.0,0.0
Spain,40.463667,-3.74922,2020-03-16,9942,342,530,9070,Europe,3.4399517199758605,5.330919332126332
Sri Lanka,7.873054,80.77179699999998,2020-03-16,28,0,1,27,South-East Asia,0.0,3.571428571428571
Sudan,12.8628,30.2176,2020-03-16,1,1,0,0,Eastern Mediterranean,100.0,0.0
Suriname,3.9193,-56.0278,2020-03-16,1,0,0,1,Americas,0.0,0.0
Sweden,60.128161,18.643501,2020-03-16,1103,6,0,1097,Europe,0.543970988213962,0.0
Switzerland,46.8182,8.2275,2020-03-16,2200,14,4,2182,Europe,0.6363636363636364,0.18181818181818182
Taiwan*,23.7,121.0,2020-03-16,67,1,20,46,Western Pacific,1.4925373134328357,29.850746268656714
Tanzania,-6.369028,34.888822,2020-03-16,1,0,0,1,Africa,0.0,0.0
Thailand,15.870032,100.992541,2020-03-16,147,1,35,111,South-East Asia,0.6802721088435374,23.809523809523807
Togo,8.6195,0.8248,2020-03-16,1,0,0,1,Africa,0.0,0.0
Trinidad and Tobago,10.6918,-61.2225,2020-03-16,4,0,0,4,Americas,0.0,0.0
Tunisia,33.886917,9.537499,2020-03-16,20,0,0,20,Eastern Mediterranean,0.0,0.0
Turkey,38.9637,35.2433,2020-03-16,18,0,0,18,Europe,0.0,0.0
Ukraine,48.3794,31.1656,2020-03-16,7,1,0,6,Europe,14.285714285714285,0.0
United Arab Emirates,23.424076,53.847818,2020-03-16,98,0,23,75,Eastern Mediterranean,0.0,23.46938775510204
United Kingdom,19.3133,-81.2546,2020-03-16,1,1,0,0,Europe,100.0,0.0
United Kingdom,49.3723,-2.3644,2020-03-16,6,0,0,6,Europe,0.0,0.0
United Kingdom,36.1408,-5.3536,2020-03-16,1,0,1,0,Europe,0.0,100.0
United Kingdom,55.3781,-3.4360000000000004,2020-03-16,3684,65,20,3599,Europe,1.7643865363735072,0.5428881650380022
Uruguay,-32.5228,-55.7658,2020-03-16,29,0,0,29,Americas,0.0,0.0
US,40.0,-100.0,2020-03-16,4360,97,17,4246,Americas,2.224770642201835,0.38990825688073394
Uzbekistan,41.377491,64.585262,2020-03-16,6,0,0,6,Europe,0.0,0.0
Venezuela,6.4238,-66.5897,2020-03-16,17,0,0,17,Americas,0.0,0.0
Vietnam,14.058324,108.277199,2020-03-16,61,0,16,45,Western Pacific,0.0,26.229508196721312
West Bank and Gaza,31.9522,35.2332,2020-03-16,38,0,0,38,Eastern Mediterranean,0.0,0.0
Afghanistan,33.93911,67.709953,2020-03-17,22,0,1,21,Eastern Mediterranean,0.0,4.545454545454546
Albania,41.1533,20.1683,2020-03-17,55,1,0,54,Europe,1.8181818181818181,0.0
Algeria,28.0339,1.6596,2020-03-17,60,4,12,44,Africa,6.666666666666667,20.0
Andorra,42.5063,1.5218,2020-03-17,39,0,1,38,Europe,0.0,2.564102564102564
Antigua and Barbuda,17.0608,-61.7964,2020-03-17,1,0,0,1,Americas,0.0,0.0
Argentina,-38.4161,-63.6167,2020-03-17,68,2,3,63,Americas,2.941176470588235,4.411764705882353
Armenia,40.0691,45.0382,2020-03-17,78,0,1,77,Europe,0.0,1.282051282051282
Australia,-35.4735,149.0124,2020-03-17,2,0,0,2,Western Pacific,0.0,0.0
Australia,-33.8688,151.2093,2020-03-17,210,4,4,202,Western Pacific,1.9047619047619049,1.9047619047619049
Australia,-12.4634,130.8456,2020-03-17,1,0,0,1,Western Pacific,0.0,0.0
Australia,-27.4698,153.0251,2020-03-17,78,0,8,70,Western Pacific,0.0,10.256410256410255
Australia,-34.9285,138.6007,2020-03-17,29,0,3,26,Western Pacific,0.0,10.344827586206897
Australia,-42.8821,147.3272,2020-03-17,7,0,0,7,Western Pacific,0.0,0.0
Australia,-37.8136,144.9631,2020-03-17,94,0,8,86,Western Pacific,0.0,8.51063829787234
Australia,-31.9505,115.8605,2020-03-17,31,1,0,30,Western Pacific,3.225806451612903,0.0
Austria,47.5162,14.5501,2020-03-17,1332,3,1,1328,Europe,0.22522522522522523,0.07507507507507508
Azerbaijan,40.1431,47.5769,2020-03-17,28,1,6,21,Europe,3.571428571428571,21.428571428571427
Bahamas,25.025885,-78.035889,2020-03-17,1,0,0,1,Americas,0.0,0.0
Bahrain,26.0275,50.55,2020-03-17,228,1,81,146,Eastern Mediterranean,0.43859649122807015,35.526315789473685
Bangladesh,23.685,90.3563,2020-03-17,10,0,3,7,South-East Asia,0.0,30.0
Barbados,13.1939,-59.5432,2020-03-17,2,0,0,2,Americas,0.0,0.0
Belarus,53.7098,27.9534,2020-03-17,36,0,3,33,Europe,0.0,8.333333333333332
Belgium,50.8333,4.469936,2020-03-17,1243,10,1,1232,Europe,0.8045052292839904,0.08045052292839903
Benin,9.3077,2.3158,2020-03-17,1,0,0,1,Africa,0.0,0.0
Bhutan,27.5142,90.4336,2020-03-17,1,0,0,1,South-East Asia,0.0,0.0
Bolivia,-16.2902,-63.5887,2020-03-17,11,0,0,11,Americas,0.0,0.0
Bosnia and Herzegovina,43.9159,17.6791,2020-03-17,26,0,2,24,Europe,0.0,7.6923076923076925
Brazil,-14.235,-51.9253,2020-03-17,321,1,2,318,Americas,0.3115264797507788,0.6230529595015576
Brunei,4.5353,114.7277,2020-03-17,56,0,0,56,Western Pacific,0.0,0.0
Bulgaria,42.7339,25.4858,2020-03-17,67,2,0,65,Europe,2.9850746268656714,0.0
Burkina Faso,12.2383,-1.5616,2020-03-17,15,0,0,15,Africa,0.0,0.0
Cambodia,11.55,104.9167,2020-03-17,33,0,1,32,Western Pacific,0.0,3.0303030303030303
Cameroon,3.848,11.5021,2020-03-17,10,0,0,10,Africa,0.0,0.0
Canada,53.9333,-116.5765,2020-03-17,74,0,0,74,Americas,0.0,0.0
Canada,53.7267,-127.6476,2020-03-17,103,4,0,99,Americas,3.8834951456310676,0.0
Canada,53.7609,-98.8139,2020-03-17,8,0,0,8,Americas,0.0,0.0
Canada,46.5653,-66.4619,2020-03-17,8,0,0,8,Americas,0.0,0.0
Canada,53.1355,-57.6604,2020-03-17,3,0,0,3,Americas,0.0,0.0
Canada,44.682,-63.7443,2020-03-17,7,0,0,7,Americas,0.0,0.0
Canada,51.2538,-85.3232,2020-03-17,185,1,0,184,Americas,0.5405405405405406,0.0
Canada,46.5107,-63.4168,2020-03-17,1,0,0,1,Americas,0.0,0.0
Canada,52.9399,-73.5491,2020-03-17,74,0,0,74,Americas,0.0,0.0
Canada,52.9399,-106.4509,2020-03-17,7,0,0,7,Americas,0.0,0.0
Central African Republic,6.6111,20.9394,2020-03-17,1,0,0,1,Africa,0.0,0.0
Chile,-35.6751,-71.543,2020-03-17,228,0,0,228,Americas,0.0,0.0
China,31.8257,117.2264,2020-03-17,990,6,984,0,Western Pacific,0.6060606060606061,99.39393939393939
China,40.1824,116.4142,2020-03-17,456,8,369,79,Western Pacific,1.7543859649122806,80.92105263157895
China,30.0572,107.874,2020-03-17,576,6,570,0,Western Pacific,1.0416666666666665,98.95833333333334
China,26.0789,117.9874,2020-03-17,296,1,295,0,Western Pacific,0.33783783783783783,99.66216216216216
China,35.7518,104.2861,2020-03-17,133,2,91,40,Western Pacific,1.5037593984962405,68.42105263157895
China,23.3417,113.4244,2020-03-17,1364,8,1307,49,Western Pacific,0.5865102639296188,95.82111436950147
China,23.8298,108.7881,2020-03-17,253,2,248,3,Western Pacific,0.7905138339920948,98.02371541501977
China,26.8154,106.8748,2020-03-17,147,2,144,1,Western Pacific,1.3605442176870748,97.95918367346938
China,19.1959,109.7453,2020-03-17,168,6,161,1,Western Pacific,3.571428571428571,95.83333333333334
China,39.549,116.1306,2020-03-17,318,6,0,312,Western Pacific,1.8867924528301887,0.0
China,47.862,127.7615,2020-03-17,482,13,456,13,Western Pacific,2.6970954356846475,94.6058091286307
China,37.8957,114.9042,2020-03-17,1273,22,0,1251,Western Pacific,1.728201099764336,0.0
China,22.3,114.2,2020-03-17,162,4,88,70,Western Pacific,2.4691358024691357,54.32098765432099
China,30.9756,112.2707,2020-03-17,67799,3111,56003,8685,Western Pacific,4.588563253145327,82.6015132966563
China,27.6104,111.7088,2020-03-17,1018,4,1014,0,Western Pacific,0.3929273084479371,99.60707269155206
China,44.0935,113.9448,2020-03-17,75,1,73,1,Western Pacific,1.3333333333333335,97.33333333333334
China,32.9711,119.455,2020-03-17,631,0,631,0,Western Pacific,0.0,100.0
China,27.614,115.7221,2020-03-17,935,1,934,0,Western Pacific,0.10695187165775401,99.89304812834224
China,43.6661,126.1923,2020-03-17,93,1,92,0,Western Pacific,1.0752688172043012,98.9247311827957
China,41.2956,122.6085,2020-03-17,125,1,120,4,Western Pacific,0.8,96.0
China,22.1667,113.55,2020-03-17,12,0,10,2,Western Pacific,0.0,83.33333333333334
China,37.2692,106.1655,2020-03-17,75,0,75,0,Western Pacific,0.0,100.0
China,35.7452,95.9956,2020-03-17,18,0,18,0,Western Pacific,0.0,100.0
China,35.1917,108.8701,2020-03-17,246,3,236,7,Western Pacific,1.2195121951219512,95.9349593495935
China,36.3427,118.1498,2020-03-17,761,7,746,8,Western Pacific,0.9198423127463863,98.02890932982918
China,31.202,121.4491,2020-03-17,358,3,325,30,Western Pacific,0.8379888268156425,90.78212290502793
China,37.5777,112.2922,2020-03-17,133,0,133,0,Western Pacific,0.0,100.0
China,30.6171,102.7103,2020-03-17,540,3,520,17,Western Pacific,0.5555555555555556,96.29629629629629
China,39.3054,117.323,2020-03-17,136,3,133,0,Western Pacific,2.2058823529411766,97.79411764705883
China,31.6927,88.0924,2020-03-17,1,0,1,0,Western Pacific,0.0,100.0
China,41.1129,85.2401,2020-03-17,76,3,73,0,Western Pacific,3.9473684210526314,96.05263157894737
China,24.974,101.487,2020-03-17,176,2,172,2,Western Pacific,1.1363636363636365,97.72727272727273
China,29.1832,120.0934,2020-03-17,1232,1,1216,15,Western Pacific,0.08116883116883117,98.7012987012987
Colombia,4.5709,-74.2973,2020-03-17,75,0,1,74,Americas,0.0,1.3333333333333335
Congo (Brazzaville),-0.228,15.8277,2020-03-17,1,0,0,1,Africa,0.0,0.0
Congo (Kinshasa),-4.0383,21.7587,2020-03-17,3,0,0,3,Africa,0.0,0.0
Costa Rica,9.7489,-83.7534,2020-03-17,41,0,0,41,Americas,0.0,0.0
Cote d'Ivoire,7.54,-5.5471,2020-03-17,5,0,1,4,Africa,0.0,20.0
Croatia,45.1,15.2,2020-03-17,65,0,4,61,Europe,0.0,6.153846153846154
Cuba,21.521757,-77.78116700000002,2020-03-17,5,0,0,5,Americas,0.0,0.0
Cyprus,35.1264,33.4299,2020-03-17,46,0,0,46,Europe,0.0,0.0
Czechia,49.8175,15.473,2020-03-17,396,0,3,393,Europe,0.0,0.7575757575757576
Denmark,61.8926,-6.9118,2020-03-17,47,0,0,47,Europe,0.0,0.0
Greenland,71.7069,-42.6043,2020-03-17,1,0,0,1,Europe,0.0,0.0
Denmark,56.2639,9.5018,2020-03-17,977,4,1,972,Europe,0.4094165813715456,0.1023541453428864
Dominican Republic,18.7357,-70.1627,2020-03-17,21,1,0,20,Americas,4.761904761904762,0.0
Ecuador,-1.8312,-78.1834,2020-03-17,58,2,0,56,Americas,3.4482758620689653,0.0
Egypt,26.820553000000004,30.802498,2020-03-17,196,4,32,160,Eastern Mediterranean,2.0408163265306123,16.3265306122449
Equatorial Guinea,1.6508,10.2679,2020-03-17,1,0,0,1,Africa,0.0,0.0
Estonia,58.5953,25.0136,2020-03-17,225,0,1,224,Europe,0.0,0.4444444444444444
Eswatini,-26.5225,31.4659,2020-03-17,1,0,0,1,Africa,0.0,0.0
Ethiopia,9.145,40.4897,2020-03-17,5,0,0,5,Africa,0.0,0.0
Finland,61.92411,25.748151,2020-03-17,321,0,10,311,Europe,0.0,3.115264797507788
France,3.9339,-53.1258,2020-03-17,11,0,0,11,Europe,0.0,0.0
France,-17.6797,149.4068,2020-03-17,3,0,0,3,Europe,0.0,0.0
France,16.265,-61.551,2020-03-17,18,0,0,18,Europe,0.0,0.0
France,-12.8275,45.166244,2020-03-17,1,0,0,1,Europe,0.0,0.0
France,-21.1151,55.5364,2020-03-17,9,0,0,9,Europe,0.0,0.0
France,17.9,-62.8333,2020-03-17,3,0,0,3,Europe,0.0,0.0
France,18.0708,-63.0501,2020-03-17,2,0,0,2,Europe,0.0,0.0
France,14.6415,-61.0242,2020-03-17,16,1,0,15,Europe,6.25,0.0
France,46.2276,2.2137,2020-03-17,7652,148,12,7492,Europe,1.934134866701516,0.15682174594877157
Gabon,-0.8037,11.6094,2020-03-17,1,0,0,1,Africa,0.0,0.0
Gambia,13.4432,-15.3101,2020-03-17,1,0,0,1,Africa,0.0,0.0
Georgia,42.3154,43.3569,2020-03-17,34,0,1,33,Europe,0.0,2.941176470588235
Germany,51.165691,10.451526,2020-03-17,9257,24,67,9166,Europe,0.25926326023549745,0.7237766014907637
Ghana,7.9465,-1.0232,2020-03-17,7,0,0,7,Africa,0.0,0.0
Greece,39.0742,21.8243,2020-03-17,387,5,8,374,Europe,1.2919896640826873,2.0671834625323
Guatemala,15.7835,-90.2308,2020-03-17,6,1,0,5,Americas,16.666666666666664,0.0
Guinea,9.9456,-9.6966,2020-03-17,1,0,0,1,Africa,0.0,0.0
